45.97384051455805,-59.38096194093322,0.29
48.09590177153299,-58.659377818385835,0.29
51.69699030645086,-58.79170463197438,0.29
41.514052292359665,-59.97521335107572,0.29
49.69593608113975,-59.03603542189066,0.29
53.168647089395,-56.402557856192715,0.29
65.73864677184785,-50.21008188987818,0.29
72.87558200857482,-43.739296051424006,0.29
69.58457169942876,-48.749948635923616,0.29
62.832721888366876,-52.92872339673461,0.29
69.6028403506753,-51.73358764561075,0.29
48.984844613401854,-60.83277568581665,0.29
58.06744200497483,-56.42674057376182,0.29
7.670489809461679,-51.65852976044889,0.29
7.75414867271871,-50.01094107702867,0.29
44.868684950748445,-58.524738868460005,0.29
59.60455555797236,-56.4754999751077,0.29
63.22395620124443,-50.50405188655608,0.29
-9.512274346996024,10.774515366040385,0.29
-11.293393266853002,7.841376362525029,0.29
0.9489044231167165,-27.13823294832175,0.29
54.54983813350423,-54.71068048629091,0.29
75.02743817427454,-41.99237354988254,0.29
11.192201888347967,35.490329261984904,0.29
4.886333073456977,28.19566006557681,0.29
4.2432843586368865,23.70589525362928,0.29
-15.08051820228425,-0.0023789826493878508,0.29
-18.366116948575296,-16.376173997523146,0.29
70.9225610824959,-49.71429403118488,0.29
66.00183766250511,-22.462279930815537,0.29
27.041671524987272,-24.361238221205664,0.29
18.250307816830254,37.18881123241492,0.29
7.121873859303965,30.096890353499575,0.29
-3.0663034860682212,-1.0529607330075412,0.29
2.256332451474202,-0.5908876664126286,0.29
0.5442430205320933,-3.0359620083249705,0.29
-4.787531815423748,-4.558081892977306,0.29
-0.8151348649827203,-5.385619854272479,0.29
-6.171927882686172,-8.402460011004246,0.29
-2.1902474666417784,-8.211178035840398,0.29
-6.832975777127591,-12.507779633073584,0.29
-2.7932154616344587,-11.784057158709437,0.29
-2.3860540808209616,-15.072235924545282,0.29
-6.842688612056405,-16.21817444350363,0.29
-5.902687492558684,-20.01994379207573,0.29
-1.8333721364346462,-18.99130905542054,0.29
-4.268212329512533,-24.46606004080992,0.29
0.15737497696617647,-22.76864815830144,0.29
-2.05275399356024,-28.214110199155105,0.29
1.8509310165416715,-25.297844994722226,0.29
